student_id,name,branch,college_tier,cgpa,backlogs,coding_skills,internships,projects_count,placement_status,salary_package_lpa
STU12537,Renji,EE,Tier-2,9.17,1,8.0,3,4,1,16.19
STU12538,Ace,CSE,Tier-1,6.53,2,5.9,0,3,0,
STU12539,Gon,IT,Tier-1,7.41,0,4.8,2,2,1,12.93
STU12540,Nagi,CSE,Tier-2,5.74,0,8.4,1,4,1,9.8
STU12541,Bond,CE,Tier-2,6.46,0,5.5,0,4,1,9.66
STU12542,Kushida,EE,Tier-3,6.47,1,6.9,2,1,0,
STU12543,Dio,CSE,Tier-2,7.09,0,5.9,1,4,0,
STU12544,Maki,IT,Tier-3,6.41,1,6.9,1,2,0,
STU12545,Hori,ME,Tier-2,6.94,1,5.3,1,5,0,
STU12546,Nanami,ME,Tier-3,6.74,1,7.3,1,5,0,
STU12547,Gintoki,CE,Tier-3,7.02,0,5.7,0,1,0,
STU12548,Kakashi,CSE,Tier-3,5.7,0,7.4,1,2,1,10.06
STU12549,Horikita,CSE,Tier-2,5.79,1,6.7,1,4,1,12.82
STU12550,Kurapika,CSE,Tier-2,7.89,0,5.3,1,3,1,10.57
STU12551,Suzaku,ECE,Tier-2,6.67,1,3.3,1,1,0,
STU12552,Nezuko,CE,Tier-2,7.37,0,3.7,0,1,0,
STU12553,Baji,ME,Tier-3,7.54,2,6.8,0,2,0,
STU12554,Sengoku,IT,Tier-3,7.26,0,6.2,1,2,1,9.34
STU12555,Miyamura,ME,Tier-3,5.98,0,7.9,0,3,1,7.78
STU12556,Deku,ME,Tier-2,5.34,0,5.2,1,1,1,7.85
STU12557,Cha Haein,IT,Tier-2,6.81,0,8.0,1,2,1,11.07
STU12558,Hinata,CE,Tier-3,7.22,0,5.8,1,4,0,
STU12559,Mitsuri,ECE,Tier-2,8.44,0,7.1,1,3,1,11.44
STU12560,Askeladd,CSE,Tier-1,8.96,2,4.5,0,2,1,13.39
STU12561,Lucy,ECE,Tier-1,7.5,1,8.7,0,2,1,14.37
STU12562,Erwin,CE,Tier-3,7.11,0,5.6,3,4,1,12.31
STU12563,Chifuyu,ME,Tier-2,7.11,0,7.3,0,1,1,10.92
STU12564,Bond,IT,Tier-3,7.14,0,7.6,0,2,1,8.8
STU12565,Uraraka,CE,Tier-2,6.56,0,6.2,0,3,1,7.99
STU12566,Armin,ECE,Tier-3,8.4,0,8.1,2,2,1,11.16
STU12567,Hawks,EE,Tier-3,6.81,0,5.8,0,4,0,
STU12568,Erwin,CSE,Tier-3,7.49,1,6.5,0,2,1,9.2
STU12569,Damian,Chemical,Tier-2,7.47,2,7.3,3,3,0,
STU12570,Hisoka,CE,Tier-2,5.08,1,4.5,1,2,1,7.77
STU12571,Muichiro,IT,Tier-2,6.26,0,6.6,0,2,0,
STU12572,Gohan,EE,Tier-2,7.49,1,4.7,0,3,0,
STU12573,Roy Mustang,CE,Tier-2,8.3,3,5.5,0,0,0,
STU12574,Trunks,EE,Tier-3,7.36,0,2.3,2,3,1,5.48
STU12575,Okarun,IT,Tier-2,7.8,0,3.0,1,2,0,
STU12576,Okarun,Chemical,Tier-3,6.2,0,6.7,0,2,1,5.61
STU12577,Mitsuri,IT,Tier-3,7.22,0,3.2,2,1,1,8.76
STU12578,Near,ECE,Tier-3,6.14,0,7.1,0,3,1,7.51
STU12579,Ban,ECE,Tier-3,7.9,0,7.5,1,4,1,7.93
STU12580,Sasuke,Chemical,Tier-1,7.24,2,3.9,0,3,0,
STU12581,Sanji,EE,Tier-1,8.76,1,6.5,0,1,1,13.78
STU12582,Tatsumaki,CE,Tier-2,7.18,0,6.4,1,5,1,8.21
STU12583,Itachi,Chemical,Tier-3,5.78,0,7.3,1,1,0,
STU12584,Kurapika,Chemical,Tier-1,7.5,0,8.4,2,3,1,13.48
STU12585,Yuta,CE,Tier-2,6.79,3,7.7,0,1,0,
STU12586,Rukia,Chemical,Tier-3,8.06,3,6.9,2,0,0,
STU12587,Ryuk,Chemical,Tier-2,6.54,0,6.3,0,2,0,
STU12588,Igris,Chemical,Tier-3,8.33,1,6.5,3,2,0,
STU12589,Mikey,ME,Tier-3,5.95,0,6.0,0,3,1,6.36
STU12590,Frieza,CSE,Tier-1,8.47,1,7.5,0,1,0,
STU12591,Hawks,CSE,Tier-3,5.96,0,4.2,1,1,0,
STU12592,Gon,CE,Tier-1,6.49,0,9.4,1,1,1,12.22
STU12593,Sukuna,ECE,Tier-2,7.81,1,4.6,0,1,0,
STU12594,Garou,CE,Tier-3,9.13,0,6.5,0,3,1,10.01
STU12595,Megumi,Chemical,Tier-1,7.28,1,6.5,0,3,0,
STU12596,Gon,ME,Tier-3,5.94,0,8.3,2,2,1,8.52
STU12597,Sanji,CE,Tier-3,5.1,0,4.4,2,3,0,
STU12598,Saitama,IT,Tier-3,8.06,0,6.0,1,3,0,
STU12599,Miyamura,EE,Tier-2,8.68,1,7.5,1,2,1,11.94
STU12600,Aizawa,Chemical,Tier-2,8.18,1,7.1,0,3,1,14.67
STU12601,Deku,CE,Tier-2,7.35,0,6.0,2,1,1,11.41
STU12602,Yuji,IT,Tier-2,6.51,0,6.0,1,1,1,10.95
STU12603,Eren,Chemical,Tier-1,7.66,1,3.7,0,3,0,
STU12604,Zoro,EE,Tier-1,7.51,0,7.6,1,2,1,11.7
STU12605,Piccolo,CE,Tier-3,8.98,1,6.5,0,1,1,9.45
STU12606,Uraraka,EE,Tier-1,7.66,0,4.5,1,2,1,12.5
STU12607,Megumi Fushiguro,ME,Tier-2,8.0,2,3.9,0,2,0,
STU12608,Tatsumaki,IT,Tier-3,7.09,0,6.6,0,1,1,5.33
STU12609,Pochita,ECE,Tier-2,6.31,0,7.1,3,0,1,9.05
STU12610,Bulma,CE,Tier-2,7.16,1,4.5,1,3,1,8.59
STU12611,Megumi Fushiguro,CE,Tier-1,5.02,1,4.9,0,2,0,
STU12612,Turbo Granny,CSE,Tier-1,7.18,0,4.8,2,3,1,12.31
STU12613,Erwin,CSE,Tier-2,7.48,0,5.2,1,2,0,
STU12614,Joseph,ME,Tier-1,6.69,0,7.1,2,0,1,12.16
STU12615,Gon,EE,Tier-2,7.52,2,7.1,1,4,0,
STU12616,Nobara,CE,Tier-1,8.17,0,5.4,1,3,1,13.1
STU12617,Deku,CSE,Tier-2,7.31,1,5.9,0,2,1,11.53
STU12618,Beatrice,ECE,Tier-3,7.11,0,4.5,0,4,0,
STU12619,Joseph,CSE,Tier-3,6.84,1,6.5,0,3,1,7.64
STU12620,Hinata,ME,Tier-2,6.97,2,6.1,0,3,1,8.68
STU12621,Luffy,Chemical,Tier-3,8.98,2,4.9,0,5,0,
STU12622,Genos,IT,Tier-3,6.48,0,8.2,1,2,0,
STU12623,Gohan,ECE,Tier-3,6.63,0,7.6,0,2,1,9.11
STU12624,Kageyama,CE,Tier-2,8.05,0,5.1,0,3,1,11.37
STU12625,Winry,CSE,Tier-1,6.5,1,6.8,2,3,0,
STU12626,Momo Ayase,Chemical,Tier-2,7.99,0,8.6,3,1,1,12.45
STU12627,Tsukishima,Chemical,Tier-2,6.36,1,7.5,2,2,1,11.44
STU12628,Garou,IT,Tier-3,7.19,2,6.3,1,3,0,
STU12629,Yor,CSE,Tier-3,8.04,0,6.6,2,4,1,11.47
STU12630,Light,ME,Tier-1,6.1,0,6.4,0,3,1,9.28
STU12631,Ace,CSE,Tier-3,7.86,1,7.1,3,3,0,
STU12632,Mikey,EE,Tier-3,8.01,1,6.9,2,4,1,10.84
STU12633,Bokuto,CSE,Tier-3,6.96,0,3.8,0,4,1,9.0
STU12634,Trunks,EE,Tier-3,8.35,0,8.4,3,5,1,14.81
STU12635,Barou,ECE,Tier-2,7.04,0,4.9,3,2,1,11.66
STU12636,Pochita,ME,Tier-2,7.11,0,4.4,2,2,0,
STU12637,Luffy,Chemical,Tier-3,7.84,1,6.8,1,0,0,
STU12638,Nishinoya,EE,Tier-1,8.31,1,4.7,0,1,1,10.74
STU12639,Zenitsu,ME,Tier-3,4.66,0,6.0,1,1,0,
STU12640,Sakura,ME,Tier-3,5.33,0,5.3,3,2,0,
STU12641,Miyamura,Chemical,Tier-3,6.04,0,8.0,0,5,1,9.13
STU12642,Killua,IT,Tier-2,7.76,0,4.4,1,3,1,10.86
STU12643,Kushida,IT,Tier-3,7.4,1,6.6,1,2,1,8.75
STU12644,Leorio,ECE,Tier-1,5.5,3,5.6,1,0,0,
STU12645,Law,CE,Tier-3,8.95,1,5.0,1,3,1,11.98
STU12646,Barou,Chemical,Tier-2,7.71,0,9.1,0,1,1,7.83
STU12647,Tanjiro,IT,Tier-3,6.97,0,5.0,1,2,1,8.24
STU12648,Fern,CSE,Tier-3,7.65,0,3.6,0,3,0,
STU12649,Dimple,ME,Tier-2,6.92,0,6.3,1,2,1,10.66
STU12650,Igris,ME,Tier-2,8.18,0,4.9,0,3,1,8.85
STU12651,Shinji,ECE,Tier-2,8.41,1,6.9,0,4,1,10.87
STU12652,Tatsumaki,IT,Tier-3,8.61,2,5.5,1,2,1,8.9
STU12653,Hawks,CE,Tier-3,7.64,0,6.2,2,2,1,11.28
STU12654,Rengoku,CE,Tier-3,7.3,0,4.4,0,2,0,
STU12655,Sanji,CE,Tier-1,8.13,1,5.0,0,2,1,12.15
STU12656,Misa,ME,Tier-2,8.73,2,5.9,2,3,1,12.87
STU12657,Ram,IT,Tier-2,6.97,0,5.9,1,4,0,
STU12658,Thorfinn,ECE,Tier-1,8.51,0,5.7,0,4,0,
STU12659,Nobara,CSE,Tier-3,6.71,0,3.1,0,3,0,
STU12660,Bokuto,IT,Tier-2,6.49,1,6.2,0,2,1,10.2
STU12661,Light,EE,Tier-1,7.54,0,6.0,1,0,1,10.94
STU12662,Chifuyu,EE,Tier-3,6.54,1,6.0,2,3,1,9.27
STU12663,Isagi,CSE,Tier-2,5.49,1,7.0,0,2,1,7.07
STU12664,Naruto,Chemical,Tier-3,7.03,1,6.4,1,3,0,
STU12665,Kakashi,IT,Tier-2,9.38,0,5.7,0,3,1,12.63
STU12666,Reiner,EE,Tier-1,5.53,0,7.8,0,3,1,10.36
STU12667,Suzaku,EE,Tier-1,7.98,0,5.3,0,2,1,10.34
STU12668,Subaru,EE,Tier-2,6.97,0,4.6,0,1,1,8.85
STU12669,Yuta,CE,Tier-3,6.57,0,6.0,2,1,1,7.6
STU12670,Okarun,CE,Tier-3,6.44,0,7.2,0,2,1,5.43
STU12671,Erza,Chemical,Tier-1,7.29,1,7.9,2,1,1,14.33
STU12672,Ayanokoji,ECE,Tier-3,6.95,0,5.1,1,4,1,9.05
STU12673,Makima,IT,Tier-2,7.75,1,6.0,0,2,1,11.5
STU12674,Rengoku,ECE,Tier-3,9.19,0,6.8,0,2,0,
STU12675,Beru,EE,Tier-2,7.41,0,6.4,0,3,1,8.96
STU12676,Aki,ECE,Tier-3,6.65,1,5.2,1,2,0,
STU12677,Reiner,EE,Tier-3,7.55,1,5.7,1,1,0,
STU12678,Mello,IT,Tier-3,6.62,1,4.8,0,3,0,
STU12679,Nishinoya,ME,Tier-2,6.79,1,4.7,1,4,0,
STU12680,Reiner,ME,Tier-1,6.59,2,5.7,0,3,1,11.29
STU12681,Minato,EE,Tier-2,8.06,0,6.7,0,2,1,10.78
STU12682,Bokuto,Chemical,Tier-3,7.99,0,6.6,0,2,1,9.23
STU12683,Law,Chemical,Tier-3,7.04,1,4.8,0,3,1,6.52
STU12684,Usopp,Chemical,Tier-3,5.89,0,4.6,1,1,1,5.09
STU12685,Gaara,CSE,Tier-2,6.4,1,5.0,0,2,1,8.72
STU12686,Maki,Chemical,Tier-1,7.16,1,2.8,1,4,1,10.95
STU12687,Yuta,ECE,Tier-2,8.26,0,7.3,0,3,0,
STU12688,Garou,EE,Tier-3,4.48,0,5.0,0,4,0,
STU12689,Loid,ECE,Tier-1,7.42,0,8.1,1,2,1,12.16
STU12690,Geto,IT,Tier-3,7.81,0,6.9,1,2,1,10.13
STU12691,Byakuya,Chemical,Tier-1,7.83,0,7.8,3,3,1,16.0
STU12692,Frieza,ME,Tier-3,7.85,0,8.3,2,3,1,13.25
STU12693,Misa,Chemical,Tier-2,8.16,0,4.1,0,3,1,7.43
STU12694,Hinata Shoyo,Chemical,Tier-3,7.0,3,2.9,0,4,1,7.61
STU12695,Garou,ECE,Tier-3,7.88,1,6.4,1,3,1,10.01
STU12696,Ram,CE,Tier-2,5.54,1,5.4,2,2,0,
STU12697,Kushida,EE,Tier-2,6.8,0,5.6,0,4,0,
STU12698,Isagi,EE,Tier-3,7.51,1,6.1,1,3,1,8.56
STU12699,Natsu,CE,Tier-3,6.76,1,4.4,0,3,0,
STU12700,Goku,ME,Tier-1,6.29,0,4.4,0,1,1,11.03
STU12701,Zoro,Chemical,Tier-3,6.62,1,4.5,0,1,0,
STU12702,Saber,CE,Tier-2,7.8,0,6.4,0,2,1,10.26
STU12703,Robin,ME,Tier-2,7.1,1,6.8,1,0,1,9.86
STU12704,Hori,Chemical,Tier-3,7.17,0,4.5,0,2,0,
STU12705,Hisoka,CSE,Tier-3,7.55,0,6.1,1,3,0,
STU12706,Saber,CE,Tier-1,7.44,1,6.0,0,2,1,11.44
STU12707,Miyamura,ECE,Tier-2,8.52,0,5.3,2,1,1,10.55
STU12708,Muichiro,EE,Tier-2,8.26,0,6.4,0,3,0,
STU12709,Giorno,CE,Tier-3,7.59,3,4.9,3,2,1,9.83
STU12710,Trunks,IT,Tier-3,6.95,0,7.5,0,1,1,11.17
STU12711,Deku,Chemical,Tier-3,8.42,0,5.8,1,2,0,
STU12712,Near,EE,Tier-1,8.72,0,8.6,2,4,0,
STU12713,Garou,ECE,Tier-1,5.83,2,5.9,1,3,0,
STU12714,Josuke,ECE,Tier-3,7.14,1,5.6,1,2,0,
STU12715,Nishinoya,ECE,Tier-2,7.05,0,5.8,1,4,1,9.37
STU12716,Riza Hawkeye,Chemical,Tier-1,6.35,1,5.3,1,1,1,12.85
STU12717,Thomas Andre,CSE,Tier-2,6.77,1,4.5,1,1,0,
STU12718,Kurapika,EE,Tier-3,6.87,0,3.0,0,3,0,
STU12719,Trunks,CE,Tier-3,8.18,2,4.1,2,1,0,
STU12720,Shikamaru,EE,Tier-3,5.96,0,7.0,0,3,1,6.5
STU12721,Subaru,EE,Tier-1,7.44,1,8.3,0,4,1,12.84
STU12722,Nagi,ECE,Tier-3,6.52,0,7.1,2,3,0,
STU12723,Saber,CSE,Tier-2,8.32,0,5.9,2,4,1,12.81
STU12724,Nami,ME,Tier-2,7.31,1,4.4,1,4,1,9.45
STU12725,Sasuke,Chemical,Tier-3,8.06,0,5.5,0,2,1,8.35
STU12726,Kurapika,EE,Tier-3,7.3,0,8.0,1,1,0,
STU12727,Denji,EE,Tier-1,5.76,2,4.9,0,4,1,8.33
STU12728,Miyamura,CSE,Tier-3,6.74,1,5.0,2,2,0,
STU12729,Frieza,Chemical,Tier-3,8.76,0,8.5,0,3,0,
STU12730,Mikey,Chemical,Tier-3,7.73,0,3.7,1,3,0,
STU12731,Robin,Chemical,Tier-3,9.02,0,6.1,0,1,1,9.3
STU12732,Cha Haein,ECE,Tier-3,8.6,0,8.4,0,1,1,10.7
STU12733,Bokuto,ME,Tier-3,6.66,0,4.4,0,4,1,7.49
STU12734,Hawks,EE,Tier-2,6.03,0,5.4,1,3,0,
STU12735,Loid,IT,Tier-2,8.21,0,5.8,0,5,1,12.68
STU12736,Nishinoya,IT,Tier-3,8.15,0,6.6,1,3,1,7.99
STU12737,Nishinoya,ECE,Tier-3,7.24,1,6.3,0,3,1,9.94
STU12738,Ryuuen,EE,Tier-3,5.9,0,6.3,2,4,0,
STU12739,Giorno,CSE,Tier-3,6.72,2,5.6,2,2,0,
STU12740,Fern,ME,Tier-3,7.36,0,7.3,1,5,0,
STU12741,Asuka,EE,Tier-3,7.9,0,8.7,2,4,1,10.97
STU12742,Bokuto,Chemical,Tier-2,6.31,0,7.2,0,1,0,
STU12743,Power,IT,Tier-2,8.13,1,4.2,0,5,1,12.86
STU12744,Baji,CSE,Tier-3,7.92,2,6.4,0,2,0,
STU12745,Trunks,ECE,Tier-2,7.94,0,8.5,1,2,1,12.26
STU12746,Gojo,Chemical,Tier-3,7.68,1,4.8,0,1,0,
STU12747,Saber,ECE,Tier-3,5.25,2,5.9,0,3,0,
STU12748,Beru,ME,Tier-3,7.49,1,2.2,0,1,0,
STU12749,Himmel,CE,Tier-3,6.86,1,6.0,0,2,1,7.38
STU12750,Light,IT,Tier-3,7.72,0,6.1,0,5,0,
STU12751,Asuna,ME,Tier-3,5.77,2,5.2,0,2,0,
STU12752,Meruem,IT,Tier-3,5.39,2,5.3,0,3,0,
STU12753,Shinobu,ECE,Tier-2,7.74,1,5.7,1,4,1,9.15
STU12754,Kenpachi,ECE,Tier-3,6.4,0,6.8,1,3,1,6.52
STU12755,Rengoku,ME,Tier-2,5.29,0,4.3,2,1,0,
STU12756,Meliodas,Chemical,Tier-3,6.25,0,6.1,2,4,1,9.15
STU12757,Gaara,IT,Tier-1,7.05,0,7.7,2,2,1,12.85
STU12758,Rukia,ECE,Tier-2,8.21,1,4.7,1,2,1,9.49
STU12759,Zenitsu,CE,Tier-2,7.23,0,6.7,2,1,1,11.03
STU12760,Sakura,EE,Tier-3,6.68,0,5.8,0,4,1,11.12
STU12761,Aira Shiratori,EE,Tier-3,6.97,2,6.8,0,1,0,
STU12762,King,ME,Tier-1,7.88,0,4.1,1,3,0,
STU12763,Zenitsu,CSE,Tier-1,7.7,0,5.4,1,2,1,13.22
STU12764,Renji,Chemical,Tier-3,7.84,0,6.4,1,4,1,11.2
STU12765,Beru,ECE,Tier-2,8.77,1,3.4,0,3,1,9.63
STU12766,Pochita,ME,Tier-3,7.24,0,5.6,0,3,0,
STU12767,Soma,EE,Tier-3,7.84,2,8.8,0,3,1,8.38
STU12768,Garou,CE,Tier-3,5.27,2,3.1,1,2,0,
STU12769,Renji,ME,Tier-1,7.36,1,4.2,0,2,0,
STU12770,Nobara,IT,Tier-3,5.98,1,5.8,2,2,0,
STU12771,Miyamura,IT,Tier-3,6.63,0,5.2,2,4,0,
STU12772,Megumi,Chemical,Tier-2,6.79,0,10.0,0,3,1,10.24
STU12773,Nobara,EE,Tier-3,7.2,0,7.8,0,2,1,8.26
STU12774,Alphonse,IT,Tier-2,6.68,1,3.9,0,3,1,10.45
STU12775,Riza Hawkeye,IT,Tier-3,6.86,0,3.7,0,2,0,
STU12776,Sengoku,CSE,Tier-2,7.79,0,5.7,1,2,1,10.81
STU12777,Sakura,Chemical,Tier-2,7.28,3,6.1,0,3,0,
STU12778,Yor,Chemical,Tier-2,7.14,0,8.1,3,2,1,10.5
STU12779,Ayanokoji,ECE,Tier-3,7.2,1,4.0,1,1,0,
STU12780,Asuka,IT,Tier-3,6.99,1,7.1,2,1,1,10.62
STU12781,Renji,ECE,Tier-2,8.09,1,6.6,0,2,1,11.31
STU12782,Kurapika,CSE,Tier-1,7.12,1,6.7,0,3,0,
STU12783,Asuka,EE,Tier-3,9.23,0,4.0,0,2,1,7.23
STU12784,Josuke,ME,Tier-1,7.61,2,6.2,1,2,0,
STU12785,Tatsumaki,Chemical,Tier-3,7.87,0,4.4,0,4,1,9.29
STU12786,Riza Hawkeye,ECE,Tier-3,6.92,1,10.0,2,2,0,
STU12787,Sasuke,IT,Tier-3,7.7,0,5.9,0,2,0,
STU12788,Askeladd,CSE,Tier-3,8.12,0,6.4,1,1,1,10.7
STU12789,Saitama,ECE,Tier-3,7.39,1,5.2,2,3,1,9.57
STU12790,Maki,ME,Tier-1,6.85,1,5.5,2,1,1,11.12
STU12791,Tengen,CSE,Tier-2,8.19,0,5.8,0,4,1,10.79
STU12792,Tanjiro,CE,Tier-1,8.96,0,6.5,1,4,1,13.81
STU12793,Tanjiro,EE,Tier-2,5.86,0,7.3,1,2,0,
STU12794,Hawks,CE,Tier-3,6.77,2,7.8,0,3,0,
STU12795,All Might,EE,Tier-3,7.16,1,5.9,1,4,1,7.71
STU12796,Natsu,IT,Tier-3,6.88,0,5.4,1,5,1,12.08
STU12797,Kagura,CSE,Tier-3,7.14,2,6.2,0,3,1,11.25
STU12798,Sasuke,EE,Tier-2,6.3,0,6.9,3,1,1,9.97
STU12799,Damian,EE,Tier-3,8.04,0,5.1,2,1,1,11.4
STU12800,Gojo,CE,Tier-3,7.22,3,3.7,0,3,0,
STU12801,Bulma,Chemical,Tier-3,7.42,0,5.1,2,4,0,
STU12802,Luffy,IT,Tier-1,6.94,2,8.0,1,5,0,
STU12803,Gaara,ECE,Tier-3,6.58,0,5.9,0,2,0,
STU12804,Seiko Ayase,IT,Tier-2,6.61,0,5.8,2,2,1,13.11
STU12805,Teruki,CSE,Tier-2,8.65,1,5.0,1,4,0,
STU12806,Nezuko,CSE,Tier-3,6.32,0,6.6,3,2,1,8.4
STU12807,King,CSE,Tier-2,6.84,0,4.3,2,4,1,11.49
STU12808,Rin,EE,Tier-1,5.57,0,4.4,0,1,0,
STU12809,Stark,IT,Tier-3,7.63,0,5.6,1,3,1,9.44
STU12810,Kenpachi,IT,Tier-1,8.0,0,5.8,0,2,1,13.68
STU12811,Thomas Andre,CSE,Tier-2,5.62,1,5.7,0,2,0,
STU12812,Eren,CE,Tier-3,6.55,0,7.8,0,4,0,
STU12813,Kurapika,ME,Tier-3,6.48,1,5.7,3,2,0,
STU12814,Toji,Chemical,Tier-3,6.88,3,5.0,0,3,1,6.55
STU12815,Baji,CSE,Tier-3,7.7,1,5.2,1,4,0,
STU12816,Nanami,IT,Tier-2,7.18,0,8.8,2,4,1,14.16
STU12817,Beru,EE,Tier-1,7.2,2,6.7,1,3,1,12.4
STU12818,Bulma,ME,Tier-1,5.92,1,4.9,2,1,1,11.71
STU12819,Tengen,CSE,Tier-2,7.16,0,7.4,3,2,1,12.82
STU12820,Toji,IT,Tier-2,8.06,1,6.2,1,2,0,
STU12821,Yuki Yoshikawa,ECE,Tier-3,7.29,0,7.3,2,4,1,12.32
STU12822,Mitsuri,CSE,Tier-2,5.39,1,7.8,2,3,1,10.6
STU12823,Uraraka,ECE,Tier-2,8.34,1,4.9,2,0,0,
STU12824,L,CE,Tier-3,8.42,0,3.1,1,3,0,
STU12825,Robin,EE,Tier-3,7.71,0,2.5,0,1,0,
STU12826,Anya,EE,Tier-3,8.04,0,5.6,0,3,1,7.03
STU12827,Seiko Ayase,EE,Tier-2,7.63,0,5.9,1,3,1,9.62
STU12828,Reigen,Chemical,Tier-2,7.79,2,6.2,0,0,0,
STU12829,Aki,EE,Tier-3,6.68,0,7.3,0,1,0,
STU12830,Mello,EE,Tier-1,7.91,0,9.1,0,2,1,12.3
STU12831,Usopp,Chemical,Tier-2,5.19,0,6.8,1,2,0,
STU12832,Nagi,IT,Tier-3,7.06,1,3.7,1,2,0,
STU12833,Eren,CSE,Tier-2,8.02,3,7.2,0,5,0,
STU12834,Dimple,EE,Tier-1,8.52,0,6.1,2,1,0,
STU12835,Sanji,ECE,Tier-1,7.58,1,7.5,1,0,0,
STU12836,Jiraiya,IT,Tier-3,8.28,1,8.0,0,3,1,13.31
STU12837,Teruki,CSE,Tier-2,7.15,1,5.1,0,3,0,
STU12838,Kakashi,Chemical,Tier-2,7.78,1,4.9,1,3,1,9.56
STU12839,Fern,ME,Tier-3,7.84,0,7.4,1,2,1,8.96
STU12840,Anya,ME,Tier-2,5.07,0,6.8,0,3,0,
STU12841,Bakugo,CSE,Tier-3,7.9,0,5.0,1,3,1,10.3
STU12842,Law,ECE,Tier-1,7.31,2,5.6,0,2,1,10.31
STU12843,Aki,ME,Tier-3,7.4,0,4.7,1,2,0,
STU12844,Ace,EE,Tier-1,8.01,2,7.3,2,3,1,14.25
STU12845,Reiner,ME,Tier-2,6.72,0,5.6,1,2,0,
STU12846,Megumi,ME,Tier-2,7.22,0,8.2,2,5,1,13.35
STU12847,Sengoku,ECE,Tier-3,7.26,2,7.5,1,2,0,
STU12848,Garou,CE,Tier-2,7.55,3,6.9,2,2,1,11.73
STU12849,Chifuyu,IT,Tier-3,5.26,1,2.3,0,1,0,
STU12850,Seiko Ayase,CSE,Tier-3,7.8,0,5.9,2,2,1,13.15
STU12851,Canute,Chemical,Tier-3,7.84,0,4.0,2,2,1,7.36
STU12852,Luffy,CSE,Tier-3,6.03,0,7.5,1,3,0,
STU12853,Franky,IT,Tier-2,6.53,1,7.0,0,4,0,
STU12854,L,CSE,Tier-3,8.22,0,3.6,0,1,1,8.76
STU12855,Gon,IT,Tier-2,6.32,0,6.6,0,2,1,8.54
STU12856,Rengoku,ECE,Tier-3,8.54,0,5.9,0,1,1,8.27
STU12857,Subaru,CSE,Tier-3,6.36,2,6.2,1,1,0,
STU12858,Sung Jinwoo,EE,Tier-1,8.08,0,7.8,1,3,1,13.76
STU12859,Nobara,Chemical,Tier-3,6.33,1,4.9,1,4,0,
STU12860,Barou,CSE,Tier-2,7.95,0,6.8,1,2,0,
STU12861,Soma,Chemical,Tier-3,7.41,0,5.9,1,2,0,
STU12862,Frieza,ECE,Tier-3,7.42,2,5.4,1,2,1,7.08
STU12863,Natsu,ME,Tier-2,6.27,1,4.2,0,1,1,7.18
STU12864,Brook,EE,Tier-1,7.19,0,5.2,0,3,1,13.19
STU12865,Hinata Shoyo,ECE,Tier-3,6.5,0,6.8,0,0,1,7.52
STU12866,Hawks,CSE,Tier-2,6.4,1,7.0,2,1,0,
STU12867,Fern,ME,Tier-2,8.39,0,5.2,1,3,0,
STU12868,Uraraka,Chemical,Tier-3,9.78,0,10.0,0,0,1,12.63
STU12869,Ace,EE,Tier-2,6.51,1,8.0,2,1,1,9.64
STU12870,Canute,ME,Tier-1,7.58,0,4.1,2,0,0,
STU12871,Aizawa,ME,Tier-3,8.05,0,6.4,1,4,0,
STU12872,Minato,ECE,Tier-3,6.63,2,3.5,1,5,0,
STU12873,Levi,CSE,Tier-3,6.4,0,6.7,1,4,1,10.02
STU12874,Mello,EE,Tier-2,7.2,0,7.6,1,2,0,
STU12875,Zenitsu,Chemical,Tier-3,7.22,0,5.1,1,2,0,
STU12876,Robin,ECE,Tier-2,4.93,0,6.1,1,0,0,
STU12877,Erza,Chemical,Tier-2,7.43,0,5.8,0,1,0,
STU12878,Beatrice,CE,Tier-2,7.92,2,5.6,3,4,1,9.78
STU12879,Thorfinn,IT,Tier-3,7.64,1,4.6,1,5,1,9.55
STU12880,Nanami,ME,Tier-2,6.97,1,5.8,0,3,1,9.39
STU12881,Giorno,CE,Tier-2,5.89,0,7.7,0,5,1,10.3
STU12882,Thorfinn,EE,Tier-2,7.61,0,6.7,2,2,1,13.38
STU12883,Takemichi,ME,Tier-3,6.5,2,6.8,0,1,1,7.82
STU12884,Tatsumaki,Chemical,Tier-1,6.91,0,5.2,1,1,1,10.59
STU12885,Bokuto,ME,Tier-3,7.21,0,7.8,1,2,0,
STU12886,Subaru,CE,Tier-2,7.92,0,6.7,0,1,1,9.3
STU12887,Toji,CE,Tier-2,8.13,0,6.0,1,1,1,9.64
STU12888,Uraraka,CE,Tier-1,7.39,1,7.4,0,0,0,
STU12889,Zenitsu,CE,Tier-3,7.23,0,5.0,2,1,1,7.51
STU12890,Reiner,IT,Tier-3,7.89,0,7.2,1,3,1,11.93
STU12891,Beatrice,CSE,Tier-1,6.41,0,5.4,1,3,0,
STU12892,Frieren,IT,Tier-2,6.58,0,4.7,0,2,1,8.7
STU12893,Armin,IT,Tier-1,8.51,0,6.5,3,4,1,16.68
STU12894,Miyamura,ME,Tier-2,8.52,1,9.8,2,2,1,11.81
STU12895,Aizen,EE,Tier-3,5.61,0,4.3,2,2,1,6.92
STU12896,Meruem,EE,Tier-1,6.75,0,6.4,1,3,1,10.49
STU12897,Chrollo,CSE,Tier-3,8.03,0,7.2,0,2,0,
